Time,lon,lat,S,T,PAR,HfNano,RedNano,HflrNano,HsNano,OraPicoProk,RedPico,HflrPico
2023-04-29 00:16:00,4.57368590197948,41.0169202956548,38.11573600641896,17.658518039262695,1.354049,147.68288967170002,173.0118069128839,30.125449904727496,36.61769063098748,0.2909895356301966,3.2012560382061666,0.7899716211019403
2023-04-29 00:29:00,4.56348580246208,41.038243894931,38.12026505743466,17.69329216399812,1.356624,150.46418215067595,181.2359748004144,31.366309642549922,50.10167176654772,0.2979515093593648,3.27655632325746,0.8010627751756167
2023-04-29 00:46:00,4.5507482016898,41.0665983961135,38.19703898410904,17.64920883072753,1.373344,154.23451163279694,186.36228562832284,36.029713091222554,48.088831662006534,0.3190059142354339,3.2576402172950076,0.8873565774508666
2023-04-29 00:59:00,4.54091070200664,41.0877929960471,38.23311678989177,17.480664331126142,1.378998,142.96995250879812,179.0467734864951,37.59764837145186,57.76078824753564,0.31645534908718204,3.402109804475689,1.0075105661640515
2023-04-29 01:17:00,4.52747590199557,41.1169215957192,38.39258287708465,17.69644122417617,1.336648,150.75156628535458,188.32686250199023,37.662353799913525,92.4758041059223,0.37131240397080817,3.3683131858320103,0.8539584068315385
2023-04-29 01:29:00,4.51808780138805,41.1356730968135,38.36345055094238,17.489915185939527,1.349539,137.34168910961031,175.8643057205016,36.47731489537783,66.12617118754586,0.2987091164031309,3.4642090242980053,0.9856885920679738
2023-04-29 01:46:00,4.50628160186683,41.1624611958962,38.36375698250444,17.642439150547567,1.389539,155.3011079945692,174.26009941483164,32.02046848281148,32.26949653566423,0.2986432840156965,3.277774718567231,0.8809776246693348
2023-04-29 01:59:00,4.49672760235346,41.1821157953474,38.38426134958786,17.422532067134107,1.385193,148.26961608139985,174.18032229611535,31.96238882290174,51.440578705146095,0.2965476450808978,3.4143867978208435,0.6559883736277361
2023-04-29 02:16:00,4.48486370149266,41.2080313964092,38.46585666935408,17.40825473947616,1.345921,161.39093194265533,170.55488560211103,30.751264246513262,57.11297300507099,0.308952873374415,3.5721529324706576,0.9382145785770879
2023-04-29 02:29:00,4.47582200199155,41.2275222962734,38.49661012824474,17.1003937887679,1.324922,154.50767730008218,166.44789317446197,29.664255921443416,48.96850022704155,0.303855700029045,3.6368641831284383,1.0426287053913967
2023-04-29 02:46:00,4.4630584013277,41.2534110971233,38.51761857316127,17.19847665841735,1.331123,162.7074580466604,165.69455032132788,27.299027862815432,42.14916382765677,0.30402495885846426,3.395724606553842,0.9409010985007045
2023-04-29 02:59:00,4.45437730126735,41.2736226968256,38.51842523757907,16.726048995779422,1.34753,167.95964216916386,162.4026677947957,24.297717788387857,37.07502456232766,0.28539412720026874,3.165325334442186,1.407332942871588
2023-04-29 03:17:00,4.44100370150877,41.3014243969583,38.52928835494646,16.84334741686101,1.346809,187.4638111668539,168.11017520631822,26.61752085704439,45.77377221826573,0.2907755837096695,3.1258179963934882,1.0669052766630418
2023-04-29 03:29:00,4.43246160195518,41.3200010952931,38.53351377488198,16.887081458718985,1.348103,170.57786565663363,166.99468275915447,26.85878734522504,49.952577794599755,0.2809066102039,3.0798577385303347,1.3885545382335223
2023-04-29 03:47:00,4.41900660219051,41.3480621953293,38.54788794267618,16.490056291312403,1.34953,150.82240275510028,169.18121863915647,27.357591932539822,40.911752560589065,0.28318704473219575,3.0251121316284535,1.2328626875045043
2023-04-29 03:59:00,4.41043280176524,41.3668087961225,38.54719190474224,17.05811642425589,1.355064,180.1071419304164,168.64579302734995,27.053585902447665,45.90784263509572,0.2739535921881931,3.2297707084640193,1.200471929714754
2023-04-29 04:16:00,4.39874690092939,41.3928411982519,38.55402961430833,16.829707168243267,1.35517,172.04343498973645,168.18811012162308,25.372053958978757,48.336784199264464,0.2852599981697165,3.1299148858787595,1.1990723580956757
2023-04-29 04:29:00,4.39341869888956,41.3954607014967,38.55825202799285,16.81563860603421,1.361277,190.20431024384035,167.2313807895177,26.4090682610234,52.503382986038375,0.2773816412627903,3.2352095924495523,1.220912088562414
2023-04-29 04:47:00,4.39800949989137,41.3895286999155,38.55453164291144,16.875536867749172,1.375321,193.79052341640838,168.04815541471476,25.882180913430638,49.370907245651026,0.2775175956154297,3.161083462073806,1.2913462486655825
2023-04-29 04:59:00,4.39894170003621,41.3897859,38.5580499551734,17.022932218229673,1.376318,202.29568464173917,174.7800498818347,25.980477188973666,54.418511439688565,0.2811903821327007,3.136815979657483,1.1336145259802248
2023-04-29 05:17:00,4.39912999985517,41.3900293999819,38.55754779439973,16.955179244630482,1.456703,171.6059146626221,178.08846170930371,26.52594732963752,63.64260317543495,0.2788329618998698,3.1322505384255823,1.2195815098211444
2023-04-29 05:29:00,4.40001369918527,41.3902052001056,38.55845204876994,16.76979201308059,2.532831,172.44162129324044,171.9260365975261,26.604362887267172,59.55089640699372,0.2801128585419115,3.1342066274692706,1.3330569412143531
2023-04-29 05:47:00,4.4216606956548,41.3460247084007,38.55220642078006,16.54773679033346,19.70217,169.14072822251316,173.4984959263155,25.26190293519952,56.809439265416835,0.27488918876334734,3.0914804641217963,1.2212299290206525
2023-04-29 05:59:00,4.44070129676524,41.3086839062764,38.54154702573609,16.488234894921558,50.23351,159.9888083731977,166.9541435334264,23.576194483297883,51.04989182365228,0.2706064741349769,3.0912386052489493,0.9943680499193953
2023-04-29 06:17:00,4.47204779538921,41.2536902057454,38.52374402753255,16.74583442931811,174.7996,186.36940771157595,170.9070144378764,24.852581004822873,41.90375807559966,0.29299476957191223,3.0700109604982186,0.9766011787097408
2023-04-29 06:29:00,4.49958969304824,41.2196747085268,38.51307795284653,17.141792176895986,227.0089,170.7164387877679,165.8854312602026,26.63184091253909,46.784060323400766,0.2906785006470812,3.462054612597169,1.0800758227103762
2023-04-29 06:47:00,4.54277529366382,41.1707479068431,38.395496021666766,17.36539215668428,325.8335,153.88746177353784,172.0422763859839,30.82444017048078,61.898871611983154,0.2855408409592467,3.4776230610003243,0.6694322812515848
2023-04-29 06:59:00,4.55562979742004,41.1594627008298,38.37539379275091,17.550387114544076,500.5953,149.32290228966858,171.39475055469183,31.491963227599285,40.637061138321,0.28205407224882584,3.4823135539391,0.7912951932384676
2023-04-29 07:16:00,4.56157249988936,41.1551805001992,38.37268116944081,17.56043390809857,579.0379,142.45378649698117,173.55204795209653,28.18541453401376,33.55821707775845,0.2920768670730924,3.415048982421599,0.8033887142262958
2023-04-29 07:29:00,4.56252160022933,41.154125700519,38.372377889399,17.5674209776103,757.1514,166.32478710019151,174.25697381669107,30.38225758540619,44.48766812798219,0.2918597455702709,3.444015121486449,0.7233914841041327
2023-04-29 07:46:00,4.56918899777912,41.1385188041199,38.36011590338943,17.659489235665273,500.9393,153.01203264331232,174.86610047597443,32.62481841624674,39.49413203731601,0.2836489266519861,3.3470552216478167,0.7716638170486378
2023-04-29 08:16:00,4.59487329808489,41.0911429036612,38.35738718678291,17.83902250045305,540.8342,162.58430840560806,192.39920120713282,34.69448423178602,69.83459688828604,0.3185577433162728,3.463664640704454,0.822095257082366
2023-04-29 08:29:00,4.60557009800845,41.0711488039378,38.185964530758575,17.960650420217256,532.8449,148.56434866659347,181.68404145512662,31.896696916795957,46.34624228336151,0.2831532437622798,3.5163848736547307,0.923533732627362
2023-04-29 08:46:00,4.61883519845102,41.0444551029541,38.116929326902,17.987586677185565,1214.367,162.8896140321169,182.97929768678623,28.118699254536015,62.425666724165204,0.2640967598644954,3.27857912890402,0.9257062416262294
2023-04-29 08:59:00,4.62905209838262,41.0242030030537,38.12727216735413,17.986289201729907,1302.313,144.39318350432262,183.99968705376676,30.112421790039246,37.781775172256694,0.26421579149731583,3.4343076108117563,0.9931259629946099
2023-04-29 09:16:00,4.64278879785958,40.9980453041843,38.10465750230072,18.02883375831961,1415.674,154.33761971084078,184.6103087418232,26.226805209462725,38.64278935186503,0.26648170679331334,3.524442964763867,0.910692303131303
2023-04-29 09:29:00,4.65354989751981,40.9781934045259,38.09791681997838,18.17065430487292,1527.071,165.24412317327767,185.90503261735796,34.21235021438355,52.227885430252414,0.2694373251688048,3.339308311199627,0.8164632141521737
2023-04-29 09:46:00,4.6675272981553,40.9521882036472,38.14553668265261,18.480428238101695,1558.254,157.72910546145062,187.39862536934615,31.718663484075147,37.59210620643147,0.2746121607306017,3.447601452116023,0.8679151155716033
2023-04-29 09:59:00,4.67777729809897,40.9321905039077,38.09901038977102,18.396030684261326,1637.113,157.16968063338462,193.27436262127793,33.61675343094351,45.343108224821414,0.2853155418810595,3.336057079364463,0.8662019059522311
2023-04-29 10:16:00,4.6905622985174,40.9058077028988,38.07006410277332,18.582413806223727,1719.835,164.3198818405411,197.8272804254804,32.82700310530982,40.76745856003817,0.2795902604615241,3.1467168742650875,0.694394630469527
2023-04-29 10:29:00,4.70132889827399,40.8861529029692,38.078900475623634,18.586139945852505,1691.409,157.7275956369112,198.17395462493647,31.102649847657702,48.68899551841465,0.28015068020200434,3.487300961053048,0.8022623287883537
2023-04-29 10:46:00,4.71547039798833,40.8602218041199,38.065427270086445,18.8997570208514,1604.495,157.68549352410747,195.11318083071055,33.155847902956914,30.5911989496476,0.2903519582286413,3.32234907011315,0.8110209961914759
2023-04-29 10:59:00,4.72563779809913,40.8407806028242,38.091745865918696,18.502969175897217,1715.236,154.8129121122476,197.4670509813416,31.20975921332961,30.297356772062642,0.29763314491144394,3.397178612971943,0.9379757798752575
2023-04-29 11:16:00,4.73275169963388,40.8396794,38.11143663531562,18.328838304802183,1735.519,158.57172448581298,198.36819151303766,35.92525158294897,29.609311346792154,0.30475133752110334,3.2963434929033952,0.9468730155657147
2023-04-29 11:29:00,4.73556509965299,40.8388764002414,38.10128973739484,18.371027753630443,1739.951,159.0146490607381,196.75566076754092,36.64722498266146,75.77281736872297,0.3104092631933464,3.355833758354189,1.1343059701572746
2023-04-29 11:46:00,4.73598359986723,40.8389897000664,38.09405303061583,18.41013998985617,1868.374,155.2379482349812,205.38155491008033,34.595186232984226,41.429645091597095,0.3142054696273429,3.3387367032753033,1.1483044358530077
