Time,lon,lat,S,T,PAR,HfNano,RedNano,HflrNano,HsNano,OraPicoProk,RedPico,HflrPico
2023-04-29 00:16:00,4.57368590197948,41.0169202956548,38.11573600641896,17.658518039262695,1.354049,32119.736158273776,36742.70201874985,7980.743514679658,8630.619349732016,81.38245101528072,772.3537268111052,205.25566596210487
2023-04-29 00:29:00,4.56348580246208,41.038243894931,38.12026505743466,17.69329216399812,1.356624,32520.955960394273,38243.85472263697,8293.286669851588,11278.032433250364,83.22096364635499,789.8438769744703,208.32338105002677
2023-04-29 00:46:00,4.5507482016898,41.0665983961135,38.19703898410904,17.64920883072753,1.373344,33252.731594875106,39204.32001679741,9334.354841287475,10685.036260054057,88.75623753303547,785.5018601080241,228.8424000540246
2023-04-29 00:59:00,4.54091070200664,41.0877929960471,38.23311678989177,17.480664331126142,1.378998,31170.731000423526,37863.73805664764,9641.815598398583,12350.979693762243,88.06219104785455,818.681055204095,258.18436410013993
2023-04-29 01:17:00,4.52747590199557,41.1169215957192,38.39258287708465,17.69644122417617,1.336648,32615.214074949963,39575.29883327606,9651.87186688924,18309.019380591577,102.27983982973842,811.1365867571523,220.28274772911809
2023-04-29 01:29:00,4.51808780138805,41.1356730968135,38.36345055094238,17.489915185939527,1.349539,30072.296271583065,37274.882240109895,9380.35189165615,14398.560224243824,83.35365810538725,832.4044930928845,253.1662013376409
2023-04-29 01:46:00,4.50628160186683,41.1624611958962,38.36375698250444,17.642439150547567,1.389539,33430.713772498704,36992.962596427154,8436.110650286992,7853.393313327721,83.35728245661348,789.1953147488451,227.79190251212435
2023-04-29 01:59:00,4.49672760235346,41.1821157953474,38.38426134958786,17.422532067134107,1.385193,32137.75560434659,36975.64328318343,8383.48208909662,11764.446260059722,82.76200823075226,819.9086563453926,172.38643574348995
2023-04-29 02:16:00,4.48486370149266,41.2080313964092,38.46585666935408,17.40825473947616,1.345921,34553.40640225431,36310.01801991072,8098.391769689252,12790.276251214791,86.0224343236251,857.3456756923432,241.7524579658852
2023-04-29 02:29:00,4.47582200199155,41.2275222962734,38.49661012824474,17.1003937887679,1.324922,33244.64224872915,35556.45268380292,7866.350409112787,11317.132265964217,84.67331948470867,870.9101426988061,265.7161467984693
2023-04-29 02:46:00,4.4630584013277,41.2534110971233,38.51761857316127,17.19847665841735,1.331123,34723.33035261094,35425.72457847211,7337.928379108507,10009.154329619532,84.7052399192232,816.6266767539336,242.55744424454278
2023-04-29 02:59:00,4.45437730126735,41.2736226968256,38.51842523757907,16.726048995779422,1.34753,35598.37986818977,34806.82107043021,6603.069166275321,8910.67593442899,79.79382460937116,763.3898570740427,354.04183528387625
2023-04-29 03:17:00,4.44100370150877,41.3014243969583,38.52928835494646,16.84334741686101,1.346809,39208.37901757306,35828.90335096492,7152.525569447649,10761.660479288857,81.17061450557593,754.4996674219339,272.25680458019747
2023-04-29 03:29:00,4.43246160195518,41.3200010952931,38.53351377488198,16.887081458718985,1.348103,36201.47921267482,35605.399683001175,7199.541136060197,11491.968961888177,78.58053287031937,744.0927456611471,351.07902202548195
2023-04-29 03:47:00,4.41900660219051,41.3480621953293,38.54788794267618,16.490056291312403,1.34953,32501.47363755605,36018.254591411205,7314.084020882,9662.686558211391,79.19716940037564,731.9954442581156,311.45780141936797
2023-04-29 03:59:00,4.41043280176524,41.3668087961225,38.54719190474224,17.05811642425589,1.355064,37874.775412930125,35881.84317003973,7255.647285919599,10659.103072672482,76.75721953190995,778.1134781554343,304.53642500254915
2023-04-29 04:16:00,4.39874690092939,41.3928411982519,38.55402961430833,16.829707168243267,1.35517,36483.15079348864,35833.621147969265,6859.513405755784,11022.772618574194,79.74017706342555,755.8494372958427,304.04829380048153
