Time,lon,lat,S,T,PAR,HfNano,RedNano,HflrNano,HsNano,OraPicoProk,RedPico,HflrPico
2023-04-29 00:16:00,4.57368590197948,41.0169202956548,38.11573600641896,17.658518039262695,1.354049,14031.661016949152,15844.554716981133,30868.834951456312,28625.618811881188,26.159210248681234,543.2984476067271,98.95945000000002
2023-04-29 00:29:00,4.56348580246208,41.038243894931,38.12026505743466,17.69329216399812,1.356624,14166.041666666666,16433.244658119656,31495.084745762713,31372.928870292886,26.934948674562886,557.8124338624337,99.519359375
2023-04-29 00:46:00,4.5507482016898,41.0665983961135,38.19703898410904,17.64920883072753,1.373344,14462.890510948906,16815.123443983404,32959.77272727273,30752.460317460318,29.30222345175694,553.9493827160494,114.53780597014926
2023-04-29 00:59:00,4.54091070200664,41.0877929960471,38.23311678989177,17.480664331126142,1.378998,13640.408695652173,16288.386004514672,33166.09589041096,32161.983122362868,29.061655430029152,583.0134328358209,133.41767532467532
2023-04-29 01:17:00,4.52747590199557,41.1169215957192,38.39258287708465,17.69644122417617,1.336648,14212.323863636364,16963.33997655334,33168.44311377245,35965.4932735426,35.640917686658504,575.4087304075235,110.28861428571429
2023-04-29 01:29:00,4.51808780138805,41.1356730968135,38.36345055094238,17.489915185939527,1.349539,13194.244444444445,16055.835187057633,32791.01351351351,34174.052863436125,27.145309076475257,597.6804216867471,129.09654054054053
2023-04-29 01:46:00,4.50628160186683,41.1624611958962,38.36375698250444,17.642439150547567,1.389539,14528.886666666667,15947.587651122625,31666.13953488372,27373.162790697676,27.092794297635603,561.580918367347,112.37066292134831
2023-04-29 01:59:00,4.49672760235346,41.1821157953474,38.38426134958786,17.422532067134107,1.385193,14019.710280373833,15940.104274611398,31422.472527472528,32230.276699029127,26.937595252225517,591.5537399309551,78.46880898876405
2023-04-29 02:16:00,4.48486370149266,41.2080313964092,38.46585666935408,17.40825473947616,1.345921,14971.411764705883,15678.266825019795,30906.87203791469,32689.72972972973,28.342162248404517,618.7091954022989,121.07663235294116
2023-04-29 02:29:00,4.47582200199155,41.2275222962734,38.49661012824474,17.1003937887679,1.324922,14446.171428571428,15381.862339514979,30610.0,31483.562130177514,27.782379876618297,636.6880952380952,141.8893888888889
2023-04-29 02:46:00,4.4630584013277,41.2534110971233,38.51761857316127,17.19847665841735,1.331123,15022.704918032787,15332.271082157076,29838.666666666668,30206.422413793105,27.833972349211034,583.9222607489598,121.29026605504588
2023-04-29 02:59:00,4.45437730126735,41.2736226968256,38.51842523757907,16.726048995779422,1.34753,15347.904761904761,15085.594804187669,28401.296625222025,28556.506925207756,25.752486224869696,538.6848458692973,200.81026168224298
2023-04-29 03:17:00,4.44100370150877,41.3014243969583,38.52928835494646,16.84334741686101,1.346809,16774.289855072464,15482.204081632653,29366.187845303866,30954.473541383988,26.438983472158455,530.0139787371135,144.09436111111114
