Region,Time,Longitude,Latitude,T,S,PAR,HfNano,RedNano,HflrNano,HsNano,OraPicoProk,RedPico,HflrPico
B2,2023-05-04 11:28:24,4.93128538884605,40.7939452971053,17.07057420352837,38.13678072670262,1878.212,0.4338928345696241,1.0586371915288486,0.0756543636192187,0.2395644293489588,0.082797451345287,0.1039361972565778,0.0019041514060563
B2,2023-05-04 11:45:24,4.93057557617089,40.7949920142563,17.263114999095436,38.133465592340926,1895.713,0.6037689615979435,1.4571035691238274,0.0748694560980044,0.2883889222957132,0.0843162880473148,0.1026432159887251,0.0013848036806778
B2,2023-05-04 11:58:24,4.93288004001695,40.7945025200085,17.965680545502888,38.14994236792087,1908.365,0.7237531659496518,1.211343106435366,0.0756791057059854,0.2289551141671287,0.080318819431755,0.0860475138523027,0.0015674545192314
B2,2023-05-04 12:15:24,4.93285665448401,40.7948266073096,17.55157582349332,38.15888463544372,1918.424,0.6817561555796087,1.5927471864289595,0.0976656401199672,0.3134437528486121,0.0825801726463446,0.1037923455552382,0.0013682992217156
B2,2023-05-04 12:28:24,4.93249329574915,40.7953136042509,17.165250643400135,38.13858569557782,1919.708,0.4901277373390889,1.1771472777110712,0.0796355028069497,0.2319214781019402,0.0869419315847818,0.1063606023822107,0.0017796810200008
B2,2023-05-04 12:46:24,4.9326203633143,40.7961545834285,17.165047749156937,38.14582228108138,1906.13,0.5797161712745832,1.3298253531171595,0.094518918784633,0.2615543941006791,0.0849542463256002,0.1086271260059602,0.0015997860481598
B2,2023-05-04 12:58:24,4.93298464653525,40.7967596831691,17.631192095690658,38.12954379796869,1889.301,0.4420258534783439,1.511849214507753,0.0658878646956572,0.3006483642558468,0.0785301489608828,0.0989174413956338,0.0012267876655705
B2,2023-05-04 13:15:24,4.93253161302908,40.797846355668,18.215993300133903,38.11618256704036,1883.214,0.8112621944925329,1.688325572447872,0.0676307961655634,0.2745736640992758,0.0756025294059274,0.0955454166982039,0.0015822589949065
B2,2023-05-04 13:28:24,4.93189053188768,40.7984817492356,18.198781716092217,38.15898504883388,1856.834,0.8027687719374437,1.6961481149431208,0.058607080420916,0.2999131656469732,0.0784860734518653,0.0976188152013677,0.0017684435330198
B2,2023-05-04 13:45:24,4.93164260253986,40.7995013874027,18.03268742309968,38.143412127240126,1814.051,0.9286891549951952,1.3758538664142348,0.0611543622444408,0.2150813374821476,0.0757991560077695,0.0938276682138475,0.0017930695481297
B2,2023-05-04 13:58:24,4.93140474440998,40.8003467730257,18.076354710376474,38.11658189364548,1768.025,0.9142566597741624,1.418420684726308,0.0735350954501203,0.3252615877818002,0.0782788115932442,0.0923726689950139,0.0015736195783684
B2,2023-05-04 14:15:24,4.93130766847241,40.8004662270862,18.16809212619481,38.15124681489675,1732.921,0.9510748446420576,1.511777513907967,0.0808452675595124,0.303010303453876,0.0669317172183975,0.0944343589617447,0.0014662013348127
B2,2023-05-04 14:28:24,4.93181324722625,40.8012431260492,18.222193295524825,38.14280661907974,1674.068,1.1548526551525482,1.068806050996613,0.0770899684450956,0.4679205325404795,0.051735102957763,0.0867200263876844,0.0014229605028348
B2,2023-05-04 14:45:24,4.9323417322533,40.8018660354934,18.23994983637652,38.14944126774521,1630.18,1.5666485116780555,1.0216131794401315,0.0577076038422996,0.3816656150677009,0.0437095157677787,0.0890185759037942,0.0014459369634924
B2,2023-05-04 14:58:24,4.93297940355947,40.8023631071189,18.25790015887362,38.14954073549829,1588.644,1.1465475142919632,1.0275379193583458,0.0795217090141435,0.1994647152522285,0.0428168451933495,0.093157527211762,0.0019982278679116
B2,2023-05-04 15:15:24,4.93339410342154,40.8030429746502,18.17801337785304,38.1529557817122,1477.33,1.4896691149648484,0.9944926653375944,0.0818986554496238,0.2198613854308974,0.0348287108610042,0.0978001618652602,0.0013861995326895
B2,2023-05-04 15:28:24,4.93425664470312,40.8043259268002,17.522994158934385,38.14702607235618,1407.112,0.6871454568675894,1.253350835240508,0.129503777482987,0.202874110365183,0.0803175797847178,0.0953092218978485,0.0019563378162652
B2,2023-05-04 15:45:24,4.93505206836007,40.8077565481506,17.44830895140304,38.14341171168908,1314.606,0.7541360338943068,1.2383878891074125,0.102417713138263,0.2549728644866051,0.0642349316520663,0.0999454336751289,0.0018701579381859
B2,2023-05-04 15:58:24,4.93518542782974,40.8103917910397,17.78362884792818,38.13446976341053,1248.978,1.0878107360645894,1.2297704463435724,0.0926317592897495,0.2069859643467525,0.0469948225031114,0.0991185110098749,0.0019913912933522
B2,2023-05-04 16:15:24,4.93504170116652,40.8135920116652,17.941681988711206,38.15215138915965,1148.391,1.0970472578368144,1.2785654142886418,0.0926635288004918,0.3241694663777661,0.036736875143802,0.0955890882005538,0.0012098278790047
B2,2023-05-04 16:28:24,4.9349442668855,40.815684897374,17.701763465276986,38.13768622779815,1044.276,0.9957293553767405,1.1286523261071664,0.0880712584339432,0.218205811332098,0.0557266298450281,0.0911878949995053,0.0013997829544788
B2,2023-05-04 16:45:24,4.93530636464509,40.8181429967344,17.778105130196707,38.15315981962373,608.7532,1.0252099633112275,1.2521305581817237,0.1048604219212005,0.3626772547912985,0.0524872437990672,0.1003119664350106,0.0021197890700745
B2,2023-05-04 16:58:24,4.93645789129111,40.8198132560225,17.488912722083526,38.11819185818226,269.4393,0.6664781541175764,1.2391902720322658,0.1121173765605653,0.1898920828946242,0.0625854763101971,0.0962241883354585,0.0018238634461572
B2,2023-05-04 17:15:24,4.9381618262489,40.8220497588738,17.181285483112894,38.13567338491944,1028.575,0.8123984619591311,1.2678925080484895,0.1239936976851903,0.3010007534307509,0.0928560114963203,0.1051276845377172,0.0021874028345534
B2,2023-05-04 17:28:24,4.93290157352267,40.8230799622875,17.94162662198676,38.15406233234603,218.1976,1.4472407606482698,1.0977664332859578,0.1282401913248359,0.4387148172903272,0.0387736311083374,0.0975557547200585,0.0026449312707933
B2,2023-05-04 17:46:24,4.90858390513227,40.8192294239242,17.70250927795879,38.14643559216703,691.0919,1.3663860549502898,1.1103979909554598,0.1449651940915204,0.4768671327875644,0.0282595623762184,0.1048705308329749,0.0025370043845787
B2,2023-05-04 17:58:24,4.91168333573146,40.8187848779595,17.78182643539539,38.12784860536282,630.2709,1.4503075169412505,1.588825525648185,0.1715283893166888,0.369620941075558,0.0320290329406051,0.1243853178218415,0.0026638432961827
B2,2023-05-04 18:16:24,4.91186979024198,40.8166261499243,17.719867197853453,38.167032408543385,481.4037,1.5396169199476897,1.4774180890737765,0.1650679939831594,0.3374511049608983,0.0259092094134816,0.1053275959163925,0.002304683701376
B2,2023-05-04 18:28:24,4.906846383515,40.8186864957842,17.080083542512277,38.15327025613577,371.6596,1.405501196924542,1.1551973205334347,0.1473824244983729,0.4032916973950162,0.0332860962372122,0.1194430003956178,0.0026080761482055
B2,2023-05-04 18:46:24,4.90873125026818,40.8216344081049,17.16385966618747,38.152664264880734,136.0138,1.1743502990501589,1.2922358223263624,0.1540999157397205,0.4685629248464887,0.030003357478383,0.1091486832632272,0.0018688012219508
B2,2023-05-04 18:58:24,4.90959175552055,40.822965579937,17.159931453091396,38.150456325572144,82.89738,1.1552481797182392,1.3131068373821435,0.2260017071822224,0.5559341302601899,0.0386122293860937,0.1240244458825228,0.0019448049696825
B2,2023-05-04 19:16:24,4.91075188374809,40.8247713377744,17.31540294248639,38.15336909727203,54.6814,1.3203253083466089,1.2009045638527986,0.176487289919418,0.2829274913982418,0.0267726352427059,0.1071420416262762,0.0020472875317129
B2,2023-05-04 19:28:24,4.91564769349797,40.8299799300151,17.644402359893842,38.15577860097195,29.46871,1.405725078742741,1.286192997587947,0.1711790172624173,0.3443441917161422,0.0339480849991879,0.1130628782915093,0.0018532641323739
B2,2023-05-04 19:45:24,4.92320931135418,40.8373993822708,16.86734443556436,38.13025705231576,6.06475,0.975950124912316,1.271586577038379,0.0986236041999929,0.2692126389704075,0.0517229446658718,0.1051760747497237,0.0019286793896243
B2,2023-05-04 19:58:24,4.92560555899414,40.8379455529981,17.35312434581675,38.159394072725625,1.810278,1.2021296784444522,1.3667173410156246,0.1428820758835612,0.3777977097820079,0.0404871644256709,0.1098987501345344,0.002599372106284
B2,2023-05-04 20:15:24,4.92716132082242,40.838751351028,17.113171815046986,38.146733464083326,1.342021,1.238259851881632,1.106452135754484,0.1299371003675159,0.3960752062766725,0.0515080234426838,0.1084654367079815,0.0021739051232807
B2,2023-05-04 20:28:24,4.92797234428853,40.8393630865731,17.06704125985889,38.15617753232517,1.351164,1.085502593942609,0.9798379567737756,0.1019552653625633,0.2916904338868421,0.0573205041428769,0.1143967550796381,0.0018052225662426
B2,2023-05-04 20:45:24,4.92890530248856,40.8402051157077,17.347364410218393,38.15155476821262,1.347778,1.3833471663875607,1.2062160569292155,0.1348680408910927,0.4350073960933767,0.0494544125129292,0.1112080982786326,0.0014631384532846
B2,2023-05-04 20:58:24,4.92984121349592,40.8408941776829,17.38227340784468,38.15125169284247,1.326676,1.1910914252787437,1.229665976444907,0.130368803437754,0.4143360582831192,0.0431304754186887,0.1092849977920383,0.0019629841279898
B2,2023-05-04 21:15:24,4.93057055795756,40.8416486804045,17.402968858096532,38.159894734216095,1.321337,1.1468484497044356,1.3254887117040035,0.1292052151352647,0.3651029928508741,0.0470377415986555,0.1148583014109928,0.001998241066294
B2,2023-05-04 21:28:24,4.930716064282,40.842041349974,17.342312249908936,38.15386554634803,1.312199,1.0613411962331416,1.295078669772116,0.1406929317465709,0.3341120263206913,0.0491423711938554,0.1145765014221508,0.0021727583076152
B2,2023-05-04 21:46:24,4.93065513597721,40.8429772402279,17.28159775669829,38.14994843156364,1.333632,1.1750589884923393,1.269105546125465,0.1019684895472987,0.4137977013284613,0.05365153224318,0.1145863878249514,0.0020857085158661
B2,2023-05-04 21:58:24,4.93046114850542,40.8437348287364,17.01459949796522,38.14160816153706,1.333305,0.936976536010096,1.363193913891369,0.117372129162647,0.4449205185990291,0.0678838004644134,0.1124180232626309,0.0021175002686315
B2,2023-05-04 22:15:24,4.93065912684442,40.8449823268444,17.09513134636126,38.15004827096232,1.316824,1.055769352277051,1.1971668573002368,0.1171808253858282,0.4137782957296462,0.0625516133506463,0.1075467263328823,0.0018556578354211
B2,2023-05-04 22:28:24,4.93132261681221,40.8455097287603,17.243338657693208,38.16301095911187,1.332961,1.0355368321539078,1.1480914743171666,0.1087538016633108,0.3955834957514382,0.0637260887313954,0.1218229372358974,0.0022384662365613
B2,2023-05-04 22:46:24,4.93347379449655,40.8464356159397,17.212084287011358,38.13969852520359,1.328373,0.7858610688923886,1.275040122949266,0.1214107734341739,0.3318411730413737,0.0539837437642963,0.1132657824770771,0.0019156998688147
B2,2023-05-04 22:58:24,4.93343973722078,40.8469953098664,17.225744845333516,38.150350228455885,1.337795,0.9025615368228028,1.2645416937559857,0.1144357740747609,0.2758873456212559,0.0508336903505895,0.1086058616306864,0.0020727367865017
B2,2023-05-04 23:15:24,4.9348213,40.8475408173061,17.229873499084505,38.14542450276964,1.347778,0.8469013029832345,1.3852360110051734,0.0974031916979947,0.1746543594688509,0.0538642349449271,0.1136071640161936,0.0022231302045489
B2,2023-05-04 23:28:24,4.93494706287364,40.8480200658628,17.39017893086626,38.15376493650191,1.314947,0.90264961281756,1.5451079084278825,0.157199814001652,0.4716789341120528,0.0454814522119529,0.1262408123399044,0.0017932090044035
B2,2023-05-04 23:46:24,4.93508468965775,40.848866005754,17.490704306926304,38.16039591966387,1.313429,0.862339234557912,1.4875140467753294,0.0997651266238814,0.5073324667793386,0.0378648674747726,0.1122657596772017,0.0019323206669497
B2,2023-05-04 23:58:24,4.93559846391377,40.8493172367515,17.44088385657655,38.159088721835744,1.323907,0.8380059041869492,1.6383069713864602,0.13085512057989,0.4357967086019731,0.0475450644907985,0.1197208068969374,0.0021418547773604
B2,2023-05-05 00:16:24,4.93663713989632,40.8472037174687,17.295399084045727,38.15557332892937,1.310742,0.698956410662648,1.341784136252138,0.1180786823915995,0.2361437162501536,0.0517610685752203,0.1240559141543174,0.001876046148572
B2,2023-05-05 00:28:24,4.93664226289961,40.8459973307067,17.25554089720015,38.154568986402175,1.316591,0.6170907454975976,1.2127724478755462,0.0890654237782445,0.2509052517493571,0.0574069587685431,0.1102470874858447,0.0022555644255077
B2,2023-05-05 00:45:24,4.93585566181957,40.8450165732503,17.18269130201159,38.15667729024551,1.319221,0.7949234793473008,1.3421568749316288,0.1445820248391714,0.2527815337713029,0.0589245595837821,0.1198706950346415,0.0022252615617924
B2,2023-05-05 00:58:24,4.93462688071595,40.8435443563511,17.187777627397573,38.15305933546476,1.325201,0.6351553759759624,1.4217423131300722,0.0913380789529558,0.2639556831498907,0.0581907859629665,0.1041132798767448,0.0017403911255423
B2,2023-05-05 01:15:24,4.93252832362216,40.8414290610595,17.181796257565434,38.15305990360928,1.307972,0.9279067559880564,1.5933455312332845,0.1298072086857973,0.300868604560652,0.0582004752626083,0.1131911758775024,0.0019769744932673
B2,2023-05-05 01:28:24,4.93088916654814,40.840637637676,17.194702890050426,38.15507272540635,1.299388,0.6117508018156406,1.261366785718482,0.1343592097969573,0.3146032018125529,0.062165467807795,0.1197095661915698,0.0017048108736883
B2,2023-05-05 01:46:24,4.92935705995609,40.8408480640263,17.316534739876733,38.14864168584345,1.319993,0.6269404474773517,1.417842455817879,0.1360892905261977,0.2507450247716809,0.0533942616957568,0.1090683728828082,0.0016438988103013
B2,2023-05-05 01:58:24,4.92866716179344,40.8412205460689,17.51535567110312,38.17014464305519,1.328441,0.7311345631206548,1.4463386647178929,0.1399169280471936,0.2679463430609213,0.0455529708843438,0.1170136492123358,0.0022468580141889
B2,2023-05-05 02:15:24,4.92757071523268,40.841156964239,17.431763216861015,38.16421552294704,1.346896,0.650221758900048,1.535774028466875,0.1384678538512584,0.3087768184400442,0.0500664054210534,0.11835112581406,0.0019834009713447
B2,2023-05-05 02:28:24,4.9266678428984,40.8414944461894,17.507373278019124,38.170344750578224,1.368414,0.7115505574467486,1.4523752317775958,0.0994414254460637,0.2151422212228948,0.0495127954864786,0.1145874900505394,0.0021206786298427
B2,2023-05-05 02:45:24,4.92694915528755,40.8402261660277,17.460443181535783,38.172556048420766,1.372512,0.6058214082797857,1.7187687380912138,0.1477992424809246,0.3372257310754454,0.0529115581522606,0.1206245308915171,0.0029476262034733
B2,2023-05-05 02:58:24,4.94327307185447,40.8353316000262,17.097425010720617,38.13929074873391,1.364094,0.2734626403420386,1.3287978024498714,0.1180752958714236,0.1889695892079722,0.0888762778529975,0.1114613855781976,0.0015430913016509
B2,2023-05-05 03:16:24,4.93190187677778,40.8570975876617,17.293494677296344,38.15236088889817,1.376658,0.3075710469900949,1.5630175377477842,0.1199671701954321,0.2460504005737964,0.069064168236867,0.1173199078131241,0.0023098310000666
B2,2023-05-05 03:28:24,4.90895860092675,40.8507338084963,17.500341696937326,38.1721617578085,1.394516,0.7474441056361032,1.4569816540269869,0.1135484583934091,0.2635420459471427,0.0450148416714195,0.1091046803360221,0.0014227405493647
B2,2023-05-05 03:45:24,4.91594669719197,40.8267117993297,17.26027875959601,38.16341294308634,1.397891,0.470729473252896,1.630059343471047,0.1229394566792995,0.4412998244787748,0.0724146843011938,0.1153005653759947,0.0019269054287634
B2,2023-05-05 03:58:24,4.94220910636128,40.8292297572853,17.07859837995276,38.13507062393285,1.375053,0.2767922668963015,1.2613227952558568,0.1004851120527749,0.2429192402433203,0.083258805596079,0.0969632657182427,0.0017406189478729
F2,2023-05-05 09:58:24,5.05806390643325,41.1853061922801,17.960654050626015,38.28869588365677,1645.036,0.7022190155759018,1.7719498422075552,0.153596999224844,0.4664756084498627,0.0950586113284825,0.0872644126741342,0.0036858050549501
F2,2023-05-05 10:15:24,5.064533621202,41.182171584206,18.02960644607414,38.28346889317277,1782.712,0.7429570224490087,2.00180127081908,0.1453033350739145,0.4544983519382739,0.092359442781559,0.0928026210798723,0.0037561440249212
F2,2023-05-05 10:28:24,5.06962947624304,41.1823230249503,18.03032784913575,38.29291124526453,1874.74,0.7035933063585629,1.9396783759179488,0.1660723393338918,0.3998298795385377,0.0881138488045307,0.0885229614200143,0.0034391444043895
F2,2023-05-05 10:45:24,5.07737280476816,41.1813030510631,18.17230404585372,38.27974596282112,1920.789,0.9394028666716666,1.9111399995279783,0.1329183141352451,0.4308105395069145,0.0874384563092875,0.0846243628218662,0.0040813074717138
F2,2023-05-05 10:58:24,5.08300252866521,41.1803104382757,18.204112059937795,38.28315884617283,1940.076,0.8056699707243453,1.782419452879125,0.1614284195923864,0.460488072331529,0.0864300171030685,0.081237611496328,0.0039867005720838
F2,2023-05-05 11:15:24,5.09082315792969,41.1787271566109,18.410837754511828,38.27260367654927,1941.431,1.5134337386712808,1.3330609975853975,0.1350128324523049,0.5656103004829233,0.0590760891776253,0.0708896822136612,0.0042827462637786
F2,2023-05-05 11:28:24,5.09669906609514,41.1767578274237,18.054340560243404,38.29008699195773,1915.75,0.9768104817308412,1.1791473593866253,0.1290330357498322,0.4744113582088599,0.0653345069631005,0.0816914814245778,0.0034366288447041
F2,2023-05-05 11:45:24,5.10453434656319,41.1757286244857,17.86904443603993,38.31891891266177,1991.194,1.1034750103322588,1.644555705461464,0.1474542799294851,0.762284927571091,0.0821084705173223,0.0892029466327112,0.0027668793128682
F2,2023-05-05 11:58:24,5.11053608679176,41.174581777693,18.46454516233704,38.2773217220701,1976.572,1.4860876269012355,1.051674635529838,0.1309819884550649,0.4155623959629618,0.0480514922576028,0.0736032240692827,0.0029945048716821
F2,2023-05-05 12:15:24,5.11770167060837,41.1727118615858,18.407750724818168,38.27580864427416,2002.186,1.42694712663413,1.0698549347900532,0.1089702277423767,0.5795474181955781,0.0483059922291393,0.076294640974709,0.0028406752355046
F2,2023-05-05 12:28:24,5.12292055334575,41.1717654725245,18.535383548423223,38.27610936579672,1967.89,1.2905028184806298,1.240757938755383,0.0987482307086254,0.5145601216865408,0.0448014322172022,0.0747347371201871,0.0024091693157208
F2,2023-05-05 12:46:24,5.13037582547252,41.1709978528423,17.76625156281456,38.35688890731854,1928.732,1.173382799080815,1.8631588496719889,0.1671452740507485,0.4130611562874465,0.0975708827132383,0.0883367358017844,0.0020158978192151
F2,2023-05-05 12:58:24,5.13514991852447,41.1701397308795,18.274765904754577,38.2880593760284,1990.46,1.0232220743297078,1.6490974290362177,0.1707436837286556,0.3640459038959743,0.0780211348158691,0.0775146217946069,0.0017177712993797
F2,2023-05-05 13:15:24,5.14204277014329,41.1671440795474,18.475021500010985,38.260325301647605,1806.891,1.7658910730116426,0.9277702596267112,0.0968838611392749,0.4354248466673022,0.0346460629158646,0.0673162661065641,0.0027022079111764
F2,2023-05-05 13:28:24,5.14814988996925,41.1647738650854,18.60444659306937,38.26755928328453,1938.779,1.657672583466582,1.0785727418534323,0.1030348889187758,0.3341441467357178,0.0244398478696879,0.0610918081343851,0.0021656748860506
F2,2023-05-05 13:45:24,5.15663038185676,41.1619615988075,18.520899233371114,38.260119884879146,1726.168,1.4240070140633887,0.963176046582115,0.1103795435094202,0.5176948395792983,0.0195825292450099,0.066316306363173,0.0014993686843313
F2,2023-05-05 13:58:24,5.16328973654844,41.1595078041988,18.35860095681784,38.285536956397664,1723.201,1.238496327035669,1.0577962174730704,0.1157360163816639,0.4254745621831252,0.0260000252594257,0.0779272947852559,0.0026408517639681
F2,2023-05-05 14:15:24,5.16917309326003,41.1589570439606,18.51284131844385,38.26282858489007,1754.555,1.2679073991441523,0.9797323885688368,0.1051345200236988,0.3724834110454101,0.0169065656198098,0.0603202656214591,0.0018678098642747
F2,2023-05-05 14:28:24,5.17297452254957,41.1591669128045,18.53676290900709,38.263229570418815,1434.571,1.3118448889166106,1.0966079456652391,0.0960385819912101,0.4516941710937702,0.0166569296771405,0.0653421343776587,0.0023232895179851
F2,2023-05-05 14:45:24,5.17726092665138,41.1594978908314,18.6076975986924,38.25880481354368,1383.593,1.367791695141629,0.914247744353484,0.0789565095168229,0.4159717724864762,0.0146504289510647,0.0704768935007859,0.0018165022997419
F2,2023-05-05 14:58:24,5.18042251158603,41.1602945548216,18.289536783081864,38.26051320802853,1429.228,1.1996516508514825,1.1866403338009783,0.1404711021624295,0.4053281800027524,0.0252129660816544,0.0713530008870491,0.0024201121004416
F2,2023-05-05 15:15:24,5.18839172524646,41.1590739327113,18.35058663735553,38.28673475931467,1483.567,1.378053104394101,1.3895991324507724,0.1840678821745998,0.5164614704421073,0.0370473844544621,0.0785770359981,0.0020117105573424
F2,2023-05-05 15:28:24,5.19415234420309,41.1594961,18.59043750729921,38.26914722393855,1112.301,1.3544477945354236,1.2996353661735804,0.1516822127583873,0.4470935592045742,0.0223986936978337,0.0652863867847459,0.0010666516595016
F2,2023-05-05 15:45:24,5.20199613837768,41.1593190549162,18.711149964295764,38.26753822395581,1083.784,1.426993020076195,1.2531100006612808,0.1366102914823047,0.429658876762265,0.0219404618962789,0.0665069503485826,0.0022021950723665
F2,2023-05-05 15:58:24,5.20756602481345,41.1590022341628,18.669148515344297,38.271453314622605,1287.501,1.4846865971193572,1.0781802826391451,0.1397665743752614,0.708820535575667,0.0275025027709811,0.0733397382542067,0.0018219588992756
F2,2023-05-05 16:15:24,5.21515611677306,41.1585950706582,18.523203826695173,38.28320591424591,877.5095,1.510047356190976,1.4658396356935968,0.1463861024552874,0.7655654148996275,0.0401019146639115,0.0761844552488178,0.0019208692107467
