Region,Time,lon,lat,S,T,PAR,HfNano,RedNano,HflrNano,HsNano,OraPicoProk,RedPico,HflrPico
B2,2023-05-04 04:46:00,4.91977090020921,40.7504624999678,38.2032968010872,16.918164492311053,1.697206,0.5449998640975128,1.431601862785015,0.0929254376299501,0.2096762515517217,0.0749684195243462,0.1142124077245234,0.0014466297537589
B2,2023-05-04 04:59:00,4.91850740034397,40.7506743998733,38.20108570725952,16.842452698131293,1.717843,0.5834967985700416,1.4155048055719115,0.1131339748350823,0.2007740834275299,0.0674497041297455,0.1181881267511215,0.0026093693657633
B2,2023-05-04 05:16:00,4.91505830074633,40.7501826002112,38.19445600851865,16.856594140368827,2.466578,0.6542590136388439,1.498924866890375,0.131723761099732,0.1978668952685512,0.0746563819896379,0.1200958361486869,0.0023537967867037
B2,2023-05-04 05:29:00,4.91022330098069,40.7487892998039,38.1905366069213,16.81183674854481,9.563669,0.5553343116047648,1.3967289231819553,0.1156240975769074,0.2545331892187862,0.077191534718228,0.129777450092169,0.0027817835861814
B2,2023-05-04 05:47:00,4.92752719687789,40.7648364972802,38.18691736922187,16.958501282033072,42.66982,0.5057185668622156,1.8302115084561208,0.1421934543687637,0.3534401375732703,0.0992689684740878,0.1350505850208281,0.0025320479402341
B2,2023-05-04 05:59:00,4.93275600006035,40.7699022997948,38.14772820584694,16.937652800498995,103.9618,0.2801577105729299,1.4458347152932782,0.1197399078226286,0.2822822446406644,0.1013319672685634,0.1194505079462015,0.002205524068595
B2,2023-05-04 06:16:00,4.94642959747335,40.771067399823,38.143805941947306,16.96568008397329,129.9248,0.2200763889588484,1.8010566887554638,0.0952099575949926,0.1434863558261873,0.1134341498846435,0.1186686422957828,0.0016860692514266
B2,2023-05-04 06:29:00,4.95162290005431,40.7712038000181,38.13536392100558,16.794415508881265,173.6897,0.232101892726553,1.3620452224100246,0.1032247300251355,0.307651283173536,0.1150159649211951,0.1128585090811675,0.0018398546222132
B2,2023-05-04 06:47:00,4.95191360019914,40.7707764999819,38.13405674160612,16.783483995520964,440.1804,0.2777295679336724,1.4688627610375178,0.0963496264694007,0.1820634668192111,0.1155583627460871,0.1136488664225752,0.0015896202792067
B2,2023-05-04 06:59:00,4.94983920043754,40.7718585996228,38.13405763832088,16.818381690247566,599.1172,0.2817741263897643,1.5665101959514487,0.1002501351031134,0.1676914665243618,0.1186052551585459,0.1163743713983861,0.0017439424442031
B2,2023-05-04 07:17:00,4.9482134,40.7729858987769,38.13435733846693,16.8552644216707,409.5769,0.2178459763585056,1.6511822954380353,0.0864645720936765,0.2880565531193159,0.1139476667881133,0.1149611645148223,0.0026264189193458
B2,2023-05-04 07:29:00,4.94956700004828,40.7690405004707,38.13486235130892,16.83730319182048,698.2086,0.3108017561585892,1.3876483052806328,0.0995984893838723,0.2192693920609853,0.1229122516844097,0.1084281492513987,0.0015312747572537
B2,2023-05-04 07:47:00,4.94778610021726,40.7676023002897,38.13646885933038,16.92600076969523,897.3428,0.4766522719434902,1.3780099528766243,0.1118083336942297,0.3956263190247981,0.1188982767978145,0.1172478485616515,0.0018647211626513
B2,2023-05-04 07:59:00,4.94750369996379,40.7672171986241,38.13255168451482,16.945053561360083,913.2872,0.4613438742207759,1.4004145724123074,0.0870420531828517,0.1851329269717074,0.1153202650066222,0.118181515868657,0.001243972413247
B2,2023-05-04 08:16:00,4.94366090074633,40.7720887994086,38.11979004266868,16.995265479229637,743.0322,0.4150769489763167,1.4726183205945165,0.0795944815413688,0.2487928146056552,0.1173056169490237,0.1108209068587291,0.0018294837129909
B2,2023-05-04 08:29:00,4.94193090025649,40.7768364988986,38.14320265325777,16.964700361283555,1231.377,0.3434734060501497,1.4313741498227663,0.0949517270114904,0.1726161568461512,0.1064858833747101,0.102135397776591,0.0017830178477007
B2,2023-05-04 08:47:00,4.93904459937236,40.7826204985677,38.15003844960064,16.967501989833835,1326.722,0.3117092333417586,1.543077509636831,0.0745907001625568,0.2686393569126416,0.096925721517657,0.1067484887094236,0.0015146576491062
B2,2023-05-04 08:59:00,4.94420300003621,40.7777530000241,38.13908534415057,17.129338344985925,1220.35,0.4893300565477192,1.4220624234913386,0.0780190037477007,0.2766441217890589,0.1009646588564073,0.1060539393015829,0.0021170843749961
B2,2023-05-04 09:16:00,4.94138200046671,40.7811032993402,38.13958887728743,17.458389460909082,1384.092,0.4714911783867148,1.891344739790506,0.0635102564373003,0.3051682561148938,0.1010857894236367,0.1037691495221187,0.0011150023748498
B2,2023-05-04 09:29:00,4.93949170036207,40.7841746992578,38.13798009339245,17.55217192941087,1399.856,0.360605160458577,1.8188068599406848,0.0732340414680181,0.2570389613633367,0.0934210939594,0.1025891234572576,0.0011135679861626
B2,2023-05-04 09:47:00,4.93875530009052,40.7865223997828,38.140997127366944,17.60792943085978,1414.842,0.4144045092554251,2.065497973871248,0.0598972144245322,0.3375798943665383,0.0962675779007872,0.0992605021457315,0.001414209537147
B2,2023-05-04 09:59:00,4.93878450003017,40.7873860997284,38.134764887073416,17.852431395741046,1550.308,0.4686231033284443,1.7095348303125912,0.0459193072273775,0.2999346956377005,0.090350239757398,0.0994030876918751,0.0007792522038789
B2,2023-05-04 10:16:00,4.93782650012171,40.7900357997123,38.13386096347836,17.201279711293694,1605.077,0.2552769873307262,1.7256847525834518,0.0675680457772446,0.2375270281927905,0.0893285859370077,0.0976837920875722,0.0017560051172996
B2,2023-05-04 10:29:00,4.9371750001207,40.7908014999155,38.1526502469008,17.952636966458417,1655.867,0.5359253524233616,2.064371054095079,0.0604441482562351,0.3087165418929842,0.0891296838397791,0.0948061800847811,0.0012347040589969
B2,2023-05-04 10:47:00,4.9353963001207,40.7914037998552,38.13506939384504,17.354810368409083,1767.901,0.4910489176032001,1.7934468895315383,0.0558972574029207,0.3088782710800515,0.0933039249273299,0.1050069934861781,0.0013594170058748
